Date,Real,Predict
02/07,7,7
03/07,12,12
04/07,13,13
05/07,13,13
06/07,14,14
07/07,38,38
08/07,40,40
09/07,42,42
10/07,43,43
11/07,44,44
12/07,50,125
13/07,53,140
14/07,55,151
15/07,55,158
16/07,56,159
17/07,64,161
18/07,68,179
19/07,74,183
20/07,79,199
21/07,91,210
22/07,96,240
23/07,120,251
24/07,146,287
25/07,222,318
26/07,258,404
27/07,365,440
28/07,417,553
29/07,478,607
30/07,507,676
31/07,622,711
01/08,841,816
02/08,944,1024
03/08,959,1123
04/08,1055,1138
05/08,1159,1228
06/08,1233,1328
07/08,1371,1399
08/08,1406,1530
09/08,1564,1563
10/08,1655,1716
11/08,1745,1802
12/08,1849,1889
13/08,2007,1994
14/08,2090,2145
15/08,2179,2227
16/08,2350,2316
17/08,2607,2485
18/08,2683,2729
19/08,2846,2808
20/08,3086,2962
21/08,3217,3193
22/08,3388,3322
23/08,3510,3492
24/08,3715,3611
25/08,3773,3813
26/08,3893,3875
27/08,4013,4005
28/08,4245,4132
29/08,4480,4378
30/08,4700,4615
31/08,5072,4851
01/09,5369,5238
02/09,5671,5564
03/09,6099,5730
04/09,6302,5873
05/09,6560,6002
06/09,6914,6122
07/09,7167,6238
08/09,,6351
09/09,,6467
10/09,,6586
11/09,,6710
12/09,,6842
13/09,,6981
14/09,,7129
15/09,,7284
16/09,,7448
17/09,,7619
