Date,Real,Predict
29/06,47,47
30/06,53,53
01/07,53,53
02/07,39,39
03/07,36,36
04/07,26,26
05/07,12,12
06/07,16,16
07/07,14,14
08/07,13,13
09/07,13,16
10/07,11,17
11/07,3,14
12/07,3,4
13/07,5,4
14/07,5,7
15/07,5,7
16/07,7,7
17/07,7,9
18/07,6,9
19/07,5,8
20/07,7,7
21/07,5,8
22/07,7,6
23/07,7,8
24/07,11,9
25/07,10,14
26/07,21,12
27/07,20,26
28/07,20,25
29/07,18,25
30/07,20,22
31/07,9,25
01/08,10,11
02/08,11,12
03/08,11,13
04/08,10,14
05/08,12,12
06/08,13,15
07/08,13,16
08/08,22,16
09/08,28,28
10/08,55,34
11/08,85,67
12/08,115,105
13/08,128,142
14/08,146,157
15/08,148,180
16/08,123,182
17/08,128,151
18/08,129,157
19/08,129,159
20/08,120,159
21/08,118,147
22/08,106,145
23/08,87,130
24/08,63,107
25/08,52,77
26/08,61,65
27/08,52,75
28/08,50,64
29/08,,78
30/08,,92
31/08,,108
01/09,,125
02/09,,142
03/09,,159
04/09,,177
05/09,,194
06/09,,212
07/09,,228
08/09,,245
09/09,,260
10/09,,274
11/09,,288
12/09,,300
