Date,Real,Predict
29/06,179,179
30/06,220,220
01/07,238,238
02/07,255,255
03/07,327,327
04/07,445,445
05/07,489,489
06/07,608,608
07/07,685,685
08/07,761,761
09/07,847,2162
10/07,896,2336
11/07,980,2494
12/07,1086,2682
13/07,1269,2931
14/07,1437,3256
15/07,2209,3577
16/07,2364,4389
17/07,2608,4744
18/07,2830,5190
19/07,3139,5641
20/07,3726,6197
21/07,4905,7028
22/07,6490,8398
23/07,8536,10183
24/07,10767,12318
25/07,12654,14718
26/07,14766,16714
27/07,16721,19104
28/07,21075,21371
29/07,24926,25607
30/07,28054,29452
31/07,30879,32623
01/08,34370,35516
02/08,37574,39011
03/08,40699,42250
04/08,43475,45406
05/08,46516,48178
06/08,49339,51278
07/08,52672,54223
08/08,55495,57641
09/08,57701,60601
10/08,60665,63022
11/08,62707,66130
12/08,64856,68365
13/08,67031,70745
14/08,70448,73083
15/08,72594,76531
16/08,75310,78757
17/08,77871,81351
18/08,80162,83830
19/08,82762,86080
20/08,84980,88629
21/08,87526,90706
22/08,89268,93134
23/08,90939,94980
24/08,93010,96806
25/08,95319,99008
26/08,97440,101485
27/08,99676,103681
28/08,102319,106093
29/08,104565,108862
30/08,106937,111302
31/08,109990,113838
01/09,112689,116888
02/09,115744,123382
03/09,119916,129817
04/09,122182,136728
05/09,124888,144991
06/09,127803,156129
07/09,,172780
08/09,,199039
09/09,,240450
10/09,,302995
11/09,,390935
12/09,,506463
13/09,,645907
14/09,,803175
15/09,,972953
16/09,,1151623
17/09,,1337566
18/09,,1531343
19/09,,1732324
20/09,,1940004
21/09,,2155279
22/09,,2377078
23/09,,2601642
24/09,,2826517
25/09,,3050515
26/09,,3272785
