Date,Real,Predict
29/06,7,7
30/06,12,12
01/07,13,13
02/07,13,13
03/07,14,14
04/07,38,38
05/07,40,40
06/07,42,42
07/07,43,43
08/07,44,44
09/07,50,141
10/07,53,157
11/07,55,170
12/07,55,177
13/07,56,178
14/07,64,180
15/07,68,200
16/07,74,205
17/07,79,222
18/07,91,234
19/07,96,267
20/07,120,279
21/07,146,318
22/07,222,349
23/07,258,437
24/07,365,474
25/07,417,588
26/07,478,643
27/07,507,714
28/07,622,750
29/07,841,853
30/07,944,1059
31/07,959,1157
01/08,1055,1172
02/08,1159,1261
03/08,1233,1361
04/08,1371,1431
05/08,1406,1560
06/08,1564,1593
07/08,1655,1745
08/08,1745,1830
09/08,1849,1916
10/08,2007,2021
11/08,2090,2171
12/08,2179,2253
13/08,2350,2342
14/08,2607,2511
15/08,2683,2752
16/08,2846,2831
17/08,3086,2983
18/08,3217,3213
19/08,3388,3342
20/08,3510,3512
21/08,3715,3630
22/08,3773,3832
23/08,3893,3895
24/08,4013,4026
25/08,4245,4153
26/08,4480,4402
27/08,4700,4640
28/08,5072,4879
29/08,5369,5268
30/08,5671,5600
31/08,6099,5934
01/09,6302,6114
02/09,6560,6227
03/09,6914,6287
04/09,7167,6305
05/09,7404,6294
06/09,,6262
07/09,,6222
08/09,,6183
09/09,,6156
10/09,,6155
11/09,,6192
12/09,,6283
13/09,,6441
14/09,,6682
15/09,,7016
