Date,Real,Predict
29/06,159,159
30/06,177,177
01/07,170,170
02/07,127,127
03/07,91,91
04/07,56,56
05/07,14,14
06/07,25,25
07/07,28,28
08/07,29,29
09/07,25,32
10/07,28,28
11/07,19,30
12/07,18,21
13/07,19,20
14/07,16,20
15/07,15,17
16/07,13,16
17/07,11,14
18/07,25,12
19/07,24,27
20/07,27,26
21/07,25,29
22/07,36,27
23/07,21,38
24/07,24,23
25/07,31,26
26/07,33,33
27/07,24,36
28/07,27,26
29/07,27,28
30/07,16,28
31/07,19,17
01/08,18,20
02/08,19,19
03/08,20,20
04/08,21,21
05/08,20,22
06/08,22,21
07/08,30,23
08/08,35,32
09/08,43,37
10/08,40,44
11/08,38,41
12/08,32,39
13/08,35,33
14/08,38,37
15/08,62,40
16/08,84,65
17/08,102,87
18/08,127,106
19/08,139,132
20/08,164,144
21/08,184,170
22/08,188,190
23/08,169,195
24/08,159,175
25/08,139,163
26/08,128,142
27/08,124,130
28/08,121,125
29/08,,126
30/08,,128
31/08,,129
01/09,,131
02/09,,134
03/09,,136
04/09,,139
05/09,,142
06/09,,145
07/09,,148
08/09,,152
09/09,,155
10/09,,160
11/09,,164
12/09,,169
