Date,Real,Predict
02/07,39,39
03/07,54,54
04/07,48,48
05/07,30,30
06/07,29,29
07/07,18,18
08/07,0,0
09/07,5,5
10/07,6,6
11/07,6,6
12/07,8,20
13/07,8,24
14/07,3,25
15/07,3,11
16/07,4,10
17/07,3,12
18/07,2,8
19/07,2,6
20/07,3,5
21/07,3,9
22/07,5,7
23/07,6,12
24/07,5,14
25/07,5,13
26/07,4,11
27/07,5,11
28/07,4,13
29/07,21,11
30/07,20,48
31/07,21,46
01/08,18,47
02/08,19,41
03/08,2,42
04/08,3,6
05/08,3,7
06/08,4,7
07/08,4,9
08/08,4,9
09/08,4,9
10/08,9,9
11/08,11,20
12/08,14,24
13/08,16,31
14/08,27,35
15/08,27,59
16/08,53,58
17/08,65,112
18/08,79,138
19/08,87,165
20/08,104,183
21/08,83,218
22/08,98,174
23/08,106,203
24/08,105,221
25/08,116,217
26/08,118,240
27/08,93,239
28/08,75,178
29/08,61,143
30/08,33,114
31/08,35,61
01/09,38,63
02/09,36,66
03/09,,117
04/09,,207
05/09,,363
06/09,,635
07/09,,1097
08/09,,1866
09/09,,3081
10/09,,4848
11/09,,7077
12/09,,9316
13/09,,10919
14/09,,11666
15/09,,11901
16/09,,11961
17/09,,11977
