Date,Real,Predict
29/06,122,122
30/06,138,138
01/07,123,123
02/07,91,91
03/07,57,57
04/07,49,49
05/07,17,17
06/07,21,21
07/07,26,26
08/07,28,28
09/07,30,46
10/07,35,49
11/07,39,57
12/07,49,63
13/07,69,79
14/07,62,111
15/07,62,100
16/07,72,100
17/07,68,116
18/07,57,112
19/07,62,94
20/07,74,102
21/07,68,122
22/07,71,113
23/07,105,117
24/07,109,172
25/07,104,178
26/07,113,170
27/07,122,184
28/07,119,200
29/07,126,192
30/07,145,204
31/07,159,234
01/08,182,257
02/08,166,292
03/08,163,268
04/08,165,262
05/08,137,268
06/08,139,222
07/08,159,225
08/08,174,257
09/08,174,278
10/08,201,275
11/08,174,315
12/08,156,273
13/08,149,245
14/08,152,237
15/08,141,245
16/08,163,229
17/08,151,267
18/08,173,247
19/08,146,279
20/08,164,235
21/08,172,263
22/08,193,276
23/08,178,309
24/08,186,284
25/08,183,297
26/08,146,293
27/08,131,236
28/08,119,213
29/08,,194
30/08,,318
31/08,,507
01/09,,736
02/09,,947
03/09,,1085
04/09,,1149
05/09,,1438
06/09,,1972
07/09,,3078
08/09,,5392
09/09,,12909
