Date,Real,Predict
29/06,0,0
30/06,1,1
01/07,2,2
02/07,3,3
03/07,3,3
04/07,19,19
05/07,28,28
06/07,28,28
07/07,28,28
08/07,28,28
09/07,28,69
10/07,29,70
11/07,32,73
12/07,37,81
13/07,37,96
14/07,42,96
15/07,93,107
16/07,96,158
17/07,96,167
18/07,100,167
19/07,104,177
20/07,111,185
21/07,121,196
22/07,137,208
23/07,173,225
24/07,207,261
25/07,210,296
26/07,225,299
27/07,242,316
28/07,287,336
29/07,318,376
30/07,342,404
31/07,414,427
01/08,464,494
02/08,518,540
03/08,561,590
04/08,606,630
05/08,650,672
06/08,661,712
07/08,670,723
08/08,682,731
09/08,688,742
10/08,766,748
11/08,772,820
12/08,849,826
13/08,865,901
14/08,936,916
15/08,973,982
16/08,1030,1019
17/08,1050,1071
18/08,1142,1090
19/08,1191,1178
20/08,1244,1225
21/08,1309,1276
22/08,1359,1338
23/08,1377,1390
24/08,1448,1409
25/08,1506,1482
26/08,1568,1542
27/08,1644,1603
28/08,1671,1683
29/08,1692,1710
30/08,1721,1728
31/08,1790,1728
01/09,1832,1713
02/09,1916,1684
03/09,1991,1644
04/09,,1595
05/09,,1541
06/09,,1482
07/09,,1421
08/09,,1358
09/09,,1295
10/09,,1233
11/09,,1173
12/09,,1113
13/09,,1056
