Date,Real,Predict
29/06,1,1
30/06,1,1
01/07,1,1
02/07,1,1
03/07,1,1
04/07,2,2
05/07,5,5
06/07,5,5
07/07,5,5
08/07,5,5
09/07,6,106
10/07,7,119
11/07,8,125
12/07,10,131
13/07,13,142
14/07,14,153
15/07,16,162
16/07,17,168
17/07,18,179
18/07,20,187
19/07,22,196
20/07,23,214
21/07,25,220
22/07,28,227
23/07,31,238
24/07,33,245
25/07,41,252
26/07,42,271
27/07,47,276
28/07,57,296
29/07,64,303
30/07,71,312
31/07,79,321
01/08,85,332
02/08,101,338
03/08,108,358
04/08,125,367
05/08,152,385
06/08,198,416
07/08,217,472
08/08,259,492
09/08,306,541
10/08,317,600
11/08,342,612
12/08,363,642
13/08,377,669
14/08,393,687
15/08,406,704
16/08,420,722
17/08,436,737
18/08,446,756
19/08,462,769
20/08,477,788
21/08,493,805
22/08,504,825
23/08,525,839
24/08,529,867
25/08,543,873
26/08,562,894
27/08,572,919
28/08,582,934
29/08,590,949
30/08,598,962
31/08,614,1308
01/09,632,1630
02/09,650,1928
03/09,662,2206
04/09,,2464
05/09,,2707
06/09,,2934
07/09,,3148
08/09,,3350
09/09,,3540
10/09,,3720
