Date,Real,Predict
29/06,641,641
30/06,650,650
01/07,244,244
02/07,88,88
03/07,14,14
04/07,15,15
05/07,91,91
06/07,4,4
07/07,15,15
08/07,4,4
09/07,3,14
10/07,2,8
11/07,333,5
12/07,111,333
13/07,17,112
14/07,17,19
15/07,111,18
16/07,23,109
17/07,40,25
18/07,81,42
19/07,76,85
20/07,83,78
21/07,14,84
22/07,124,16
23/07,76,120
24/07,99,78
25/07,224,97
26/07,16,216
27/07,205,23
28/07,14,199
29/07,239,17
30/07,44,213
31/07,46,34
01/08,41,43
02/08,94,40
03/08,85,94
04/08,156,86
05/08,63,146
06/08,134,61
07/08,53,121
08/08,97,45
09/08,144,93
10/08,147,135
11/08,192,134
12/08,306,180
13/08,50,286
14/08,219,44
15/08,9,197
16/08,190,7
17/08,91,167
18/08,194,82
19/08,11,181
20/08,7,8
21/08,344,9
22/08,199,318
23/08,17,190
24/08,239,17
25/08,174,229
26/08,105,163
27/08,162,97
28/08,99,153
29/08,202,-234
30/08,334,-234
31/08,160,-228
01/09,45,-218
02/09,44,-205
03/09,,-195
04/09,,-186
05/09,,-176
06/09,,-165
07/09,,-155
08/09,,-145
09/09,,-137
10/09,,-130
11/09,,-122
12/09,,-112
