Date,Real,Predict
29/06,38,38
30/06,54,54
01/07,58,58
02/07,59,59
03/07,73,73
04/07,154,154
05/07,165,165
06/07,169,169
07/07,172,172
08/07,175,175
09/07,180,280
10/07,188,287
11/07,192,303
12/07,196,309
13/07,207,315
14/07,224,330
15/07,260,353
16/07,275,390
17/07,309,413
18/07,328,460
19/07,346,488
20/07,446,513
21/07,650,631
22/07,834,851
23/07,984,1046
24/07,1380,1199
25/07,1500,1610
26/07,1775,1733
27/07,1994,2023
28/07,2448,2258
29/07,2620,2708
30/07,2687,2878
31/07,2808,2944
01/08,3111,3065
02/08,3303,3368
03/08,3410,3561
04/08,3632,3668
05/08,3743,3889
06/08,3877,4000
07/08,4085,4136
08/08,4222,4345
09/08,4294,4483
10/08,4532,4556
11/08,4622,4796
12/08,4758,4887
13/08,4848,5026
14/08,5153,5118
15/08,5368,5424
16/08,5621,5645
17/08,5752,5899
18/08,5950,6030
19/08,6238,6231
20/08,6371,6524
21/08,6558,6658
22/08,6731,6848
23/08,6872,7027
24/08,6967,7174
25/08,7137,7272
26/08,7443,7449
27/08,7544,7761
28/08,7599,7866
29/08,7642,7923
30/08,7758,7968
31/08,8013,8353
01/09,8118,8801
02/09,8223,9308
03/09,8330,9875
04/09,,10493
05/09,,11153
06/09,,11844
07/09,,12554
08/09,,13273
09/09,,13976
10/09,,14662
