Date,Real,Predict
29/06,1478,1478
30/06,1655,1655
01/07,62,62
02/07,73,73
03/07,333,333
04/07,155,155
05/07,95,95
06/07,11,11
07/07,58,58
08/07,41,41
09/07,106,1172
10/07,194,105
11/07,3,193
12/07,19,3
13/07,338,19
14/07,181,336
15/07,19,179
16/07,140,18
17/07,323,139
18/07,431,320
19/07,368,428
20/07,443,365
21/07,786,438
22/07,489,770
23/07,504,478
24/07,629,486
25/07,205,611
26/07,444,198
27/07,969,434
28/07,680,950
29/07,328,632
30/07,468,311
31/07,1217,446
01/08,548,1161
02/08,256,518
03/08,104,243
04/08,91,99
05/08,44,86
06/08,71,41
07/08,72,68
08/08,94,68
09/08,103,89
10/08,71,99
11/08,85,67
12/08,82,81
13/08,79,79
14/08,107,76
15/08,73,101
16/08,61,71
17/08,50,58
18/08,98,48
19/08,84,94
20/08,84,817
21/08,107,809
22/08,84,800
23/08,109,789
24/08,,777
25/08,,765
26/08,,751
27/08,,737
28/08,,723
29/08,,708
30/08,,693
