Date,Real,Predict
29/06,17,17
30/06,17,17
01/07,17,17
02/07,18,18
03/07,39,39
04/07,74,74
05/07,79,79
06/07,91,91
07/07,96,96
08/07,110,110
09/07,115,280
10/07,115,294
11/07,116,295
12/07,117,298
13/07,130,302
14/07,136,331
15/07,148,347
16/07,166,358
17/07,201,417
18/07,229,507
19/07,241,590
20/07,276,620
21/07,499,678
22/07,690,934
23/07,830,1136
24/07,1043,1263
25/07,1222,1468
26/07,1309,1638
27/07,1540,1733
28/07,1688,2000
29/07,1920,2113
30/07,2325,2301
31/07,2352,2636
01/08,2436,2660
02/08,2501,2727
03/08,2571,2782
04/08,2718,2840
05/08,2822,2957
06/08,2891,3042
07/08,2977,3099
08/08,3007,3168
09/08,3033,3192
10/08,3073,3215
11/08,3118,3247
12/08,3151,3286
13/08,3195,3315
14/08,3247,3353
15/08,3281,3394
16/08,3364,3426
17/08,3409,3492
18/08,3442,3529
19/08,3582,3557
20/08,3618,3679
21/08,3720,3709
22/08,3728,3796
23/08,3806,3804
24/08,3980,3881
25/08,4135,4046
26/08,4156,4194
27/08,4195,4211
28/08,4217,4248
29/08,4225,4266
30/08,4244,4314
31/08,4298,4358
01/09,4412,4392
02/09,4483,4411
03/09,4698,4413
04/09,,4399
05/09,,4373
06/09,,4339
07/09,,4300
08/09,,4259
09/09,,4216
10/09,,4174
11/09,,4132
12/09,,4091
13/09,,4053
