Date,Real,Predict
29/06,47,47
30/06,53,53
01/07,53,53
02/07,39,39
03/07,36,36
04/07,26,26
05/07,12,12
06/07,16,16
07/07,14,14
08/07,13,13
09/07,13,15
10/07,11,16
11/07,3,13
12/07,3,3
13/07,5,3
14/07,5,6
15/07,5,6
16/07,7,6
17/07,7,8
18/07,6,9
19/07,5,7
20/07,7,6
21/07,5,8
22/07,7,6
23/07,7,8
24/07,11,8
25/07,10,14
26/07,21,11
27/07,20,25
28/07,20,24
29/07,18,24
30/07,20,21
31/07,9,24
01/08,10,10
02/08,11,12
03/08,11,13
04/08,10,13
05/08,12,11
06/08,13,14
07/08,13,15
08/08,22,15
09/08,28,26
10/08,55,33
11/08,85,64
12/08,115,100
13/08,128,136
14/08,146,150
15/08,148,172
16/08,123,174
17/08,128,144
18/08,129,150
19/08,129,152
20/08,120,152
21/08,118,141
22/08,106,138
23/08,87,124
24/08,63,102
25/08,52,74
26/08,61,62
27/08,52,72
28/08,50,61
29/08,,72
30/08,,84
31/08,,97
01/09,,111
02/09,,126
03/09,,142
04/09,,160
05/09,,178
06/09,,198
07/09,,219
08/09,,241
09/09,,264
10/09,,289
11/09,,316
12/09,,344
