Date,Real,Predict
29/06,8,8
30/06,9,9
01/07,9,9
02/07,11,11
03/07,12,12
04/07,15,15
05/07,21,21
06/07,26,26
07/07,29,29
08/07,33,33
09/07,40,62
10/07,51,70
11/07,59,84
12/07,76,94
13/07,103,114
14/07,114,141
15/07,128,154
16/07,144,169
17/07,173,189
18/07,211,207
19/07,234,238
20/07,257,259
21/07,315,285
22/07,365,349
23/07,424,408
24/07,479,466
25/07,545,523
26/07,614,587
27/07,684,671
28/07,799,727
29/07,914,821
30/07,1043,914
31/07,1149,1073
01/08,1324,1215
02/08,1495,1414
03/08,1659,1629
04/08,1877,1873
05/08,2093,2172
06/08,2312,2459
07/08,2497,2719
08/08,2732,2908
09/08,3001,3121
10/08,3309,3376
11/08,3570,3667
12/08,3795,3913
13/08,4018,4121
14/08,4303,4342
15/08,4585,4643
16/08,4900,4966
17/08,5185,5304
18/08,5440,5618
19/08,5747,5909
20/08,6059,6252
21/08,6337,6528
22/08,6658,6778
23/08,6998,7081
24/08,7290,7409
25/08,7556,7654
26/08,7798,7864
27/08,8085,8005
28/08,8356,8229
29/08,8612,8471
30/08,8857,8697
31/08,9192,8900
01/09,9495,9211
02/09,9832,9230
03/09,10082,9259
04/09,10338,9300
05/09,10560,9357
06/09,10793,9427
07/09,,9508
08/09,,9592
09/09,,9678
10/09,,9766
11/09,,9856
12/09,,9943
13/09,,10028
14/09,,10109
15/09,,10188
16/09,,10263
17/09,,10335
18/09,,10405
19/09,,10471
20/09,,10534
21/09,,10595
22/09,,10652
23/09,,10708
24/09,,10760
25/09,,10811
26/09,,10859
