Date,Real,Predict
29/06,514,514
30/06,581,581
01/07,24,24
02/07,90,90
03/07,19,19
04/07,64,64
05/07,86,86
06/07,91,91
07/07,48,48
08/07,34,34
09/07,19,1
10/07,70,19
11/07,60,70
12/07,88,61
13/07,21,90
14/07,65,32
15/07,88,74
16/07,79,94
17/07,121,83
18/07,178,129
19/07,106,195
20/07,101,110
21/07,268,104
22/07,40,275
23/07,181,45
24/07,239,183
25/07,121,243
26/07,330,125
27/07,237,334
28/07,111,240
29/07,236,117
30/07,138,236
31/07,102,138
01/08,127,100
02/08,103,127
03/08,105,103
04/08,127,105
05/08,60,127
06/08,154,60
07/08,127,153
08/08,106,127
09/08,163,108
10/08,193,164
11/08,137,196
12/08,80,141
13/08,148,86
14/08,101,150
15/08,264,104
16/08,179,264
17/08,187,174
18/08,130,188
19/08,136,131
20/08,163,136
21/08,48,162
22/08,207,49
23/08,149,207
24/08,133,152
25/08,114,130
26/08,40,114
27/08,130,45
28/08,42,131
29/08,90,394
30/08,142,622
31/08,168,831
01/09,143,1023
02/09,199,1200
03/09,,1363
04/09,,1509
05/09,,1638
06/09,,1750
07/09,,1846
08/09,,1932
09/09,,2009
10/09,,2077
11/09,,2138
12/09,,2193
