Date,Real,Predict
02/07,394,394
03/07,340,340
04/07,303,303
05/07,208,208
06/07,132,132
07/07,173,173
08/07,205,205
09/07,295,295
10/07,289,289
11/07,291,291
12/07,305,818
13/07,291,847
14/07,213,796
15/07,248,577
16/07,347,667
17/07,328,926
18/07,344,862
19/07,409,889
20/07,393,1039
21/07,385,980
22/07,395,942
23/07,461,950
24/07,423,1095
25/07,478,992
26/07,519,1099
27/07,580,1182
28/07,527,1305
29/07,595,1174
30/07,618,1311
31/07,655,1353
01/08,669,1414
02/08,770,1429
03/08,747,1632
04/08,776,1573
05/08,721,1626
06/08,727,1506
07/08,697,1514
08/08,674,1449
09/08,692,1398
10/08,828,1433
11/08,932,1708
12/08,1121,1919
13/08,1356,2300
14/08,1514,2773
15/08,1756,3091
16/08,2082,3575
17/08,2476,4229
18/08,2710,5018
19/08,2938,5480
20/08,3081,5929
21/08,3173,6199
22/08,3228,6367
23/08,3552,6455
24/08,3587,7047
25/08,3841,7053
26/08,4169,7496
27/08,4282,8021
28/08,4285,8065
29/08,4180,7972
30/08,3966,7653
31/08,3672,7143
01/09,3554,6482
02/09,3275,6124
03/09,,10550
04/09,,18159
05/09,,31163
06/09,,53118
07/09,,89323
08/09,,146595
09/09,,230925
10/09,,341039
11/09,,459891
12/09,,556743
13/09,,611883
14/09,,634183
15/09,,641804
16/09,,644732
17/09,,646358
