Date,Real,Predict
29/06,89,89
30/06,120,120
01/07,112,112
02/07,80,80
03/07,58,58
04/07,40,40
05/07,7,7
06/07,24,24
07/07,24,24
08/07,23,23
09/07,25,27
10/07,26,30
11/07,8,30
12/07,10,9
13/07,11,11
14/07,10,13
15/07,9,12
16/07,13,11
17/07,12,15
18/07,15,14
19/07,16,18
20/07,18,19
21/07,19,22
22/07,23,22
23/07,26,27
24/07,29,30
25/07,27,34
26/07,29,32
27/07,33,34
28/07,40,39
29/07,44,46
30/07,54,52
31/07,49,63
01/08,46,58
02/08,42,53
03/08,41,49
04/08,35,48
05/08,42,41
06/08,48,49
07/08,48,56
08/08,60,56
09/08,63,70
10/08,83,74
11/08,88,97
12/08,139,103
13/08,155,163
14/08,197,182
15/08,223,231
16/08,254,262
17/08,317,298
18/08,340,371
19/08,412,398
20/08,,482
21/08,,564
22/08,,661
23/08,,773
24/08,,905
25/08,,1060
26/08,,1240
27/08,,1451
28/08,,1698
29/08,,1986
30/08,,2321
31/08,,2712
