Date,Real,Predict
02/07,0,0
03/07,0,0
04/07,0,0
05/07,0,0
06/07,0,0
07/07,0,0
08/07,1,1
09/07,2,2
10/07,2,2
11/07,2,2
12/07,2,20
13/07,3,20
14/07,3,22
15/07,4,24
16/07,4,26
17/07,4,26
18/07,5,28
19/07,5,29
20/07,6,31
21/07,8,34
22/07,9,39
23/07,10,42
24/07,14,44
25/07,14,52
26/07,17,52
27/07,20,57
28/07,22,62
29/07,26,65
30/07,29,73
31/07,32,80
01/08,38,82
02/08,42,89
03/08,45,93
04/08,51,97
05/08,55,103
06/08,59,107
07/08,68,112
08/08,71,121
09/08,80,124
10/08,86,134
11/08,93,140
12/08,104,147
13/08,119,159
14/08,130,175
15/08,135,187
16/08,144,192
17/08,151,202
18/08,168,210
19/08,185,229
20/08,200,246
21/08,209,262
22/08,219,272
23/08,234,283
24/08,237,298
25/08,253,302
26/08,265,320
27/08,273,333
28/08,279,342
29/08,281,349
30/08,288,351
31/08,293,360
01/09,296,365
02/09,301,369
03/09,313,376
04/09,321,460
05/09,329,555
06/09,337,659
07/09,347,773
08/09,,896
09/09,,1028
10/09,,1173
11/09,,1332
12/09,,1505
13/09,,1688
14/09,,1878
