Date,Real,Predict
29/06,489,489
30/06,514,514
01/07,8,8
02/07,80,80
03/07,37,37
04/07,128,128
05/07,90,90
06/07,94,94
07/07,255,255
08/07,36,36
09/07,7,16
10/07,32,117
11/07,10,75
12/07,77,28
13/07,41,112
14/07,124,48
15/07,77,150
16/07,91,88
17/07,60,105
18/07,99,72
19/07,174,121
20/07,93,213
21/07,74,121
22/07,116,94
23/07,189,135
24/07,347,207
25/07,31,366
26/07,234,81
27/07,49,264
28/07,226,84
29/07,223,220
30/07,228,236
31/07,50,240
01/08,379,66
02/08,279,363
03/08,193,257
04/08,24,171
05/08,183,21
06/08,87,167
07/08,134,81
08/08,117,124
09/08,105,109
10/08,66,99
11/08,53,74
12/08,288,59
13/08,44,282
14/08,256,48
15/08,159,250
16/08,28,161
17/08,169,27
18/08,17,169
19/08,317,24
20/08,116,301
21/08,153,115
22/08,34,156
23/08,142,46
24/08,103,199
25/08,203,185
26/08,33,215
27/08,362,54
28/08,217,379
29/08,539,711
30/08,226,688
31/08,311,653
01/09,459,618
02/09,507,592
03/09,,559
04/09,,523
05/09,,505
06/09,,486
07/09,,471
08/09,,465
09/09,,464
10/09,,468
11/09,,477
12/09,,489
