Date,Real,Predict
29/06,13,13
30/06,21,21
01/07,22,22
02/07,27,27
03/07,52,52
04/07,109,109
05/07,135,135
06/07,142,142
07/07,145,145
08/07,148,148
09/07,157,298
10/07,162,317
11/07,168,333
12/07,182,350
13/07,200,383
14/07,218,414
15/07,351,448
16/07,364,587
17/07,366,617
18/07,390,621
19/07,410,670
20/07,423,705
21/07,495,723
22/07,614,807
23/07,697,940
24/07,822,1027
25/07,841,1161
26/07,919,1182
27/07,1020,1269
28/07,1036,1387
29/07,1290,1402
30/07,1618,1656
31/07,1650,1986
01/08,1850,2019
02/08,1986,2219
03/08,2018,2356
04/08,2050,2389
05/08,2738,2421
06/08,2754,3111
07/08,3106,3128
08/08,3255,3480
09/08,3306,3630
10/08,3443,3683
11/08,3574,3821
12/08,3643,3956
13/08,3764,4027
14/08,3918,4152
15/08,3999,4306
16/08,4176,4392
17/08,4342,4568
18/08,4483,4736
19/08,4623,4881
20/08,4768,5025
21/08,4905,5172
22/08,4977,5313
23/08,5055,5391
24/08,5170,5476
25/08,5320,5600
26/08,5443,5761
27/08,5591,5889
28/08,5714,6050
29/08,5854,6181
30/08,5985,6657
31/08,6226,7141
01/09,6408,7631
02/09,6606,8124
03/09,6847,8616
04/09,,9105
05/09,,9598
06/09,,10092
07/09,,10590
08/09,,11094
09/09,,11608
10/09,,12130
11/09,,12660
12/09,,13195
13/09,,13734
