Date,Real,Predict
29/06,39,39
30/06,26,26
01/07,23,23
02/07,23,23
03/07,22,22
04/07,3,3
05/07,3,3
06/07,9,9
07/07,8,8
08/07,8,8
09/07,10,8
10/07,9,11
11/07,3,10
12/07,4,4
13/07,6,4
14/07,4,7
15/07,5,4
16/07,6,5
17/07,8,7
18/07,6,8
19/07,6,7
20/07,9,7
21/07,7,10
22/07,7,8
23/07,11,8
24/07,17,12
25/07,19,19
26/07,20,21
27/07,22,22
28/07,21,24
29/07,17,24
30/07,17,19
31/07,17,19
01/08,22,18
02/08,22,24
03/08,21,24
04/08,19,24
05/08,21,22
06/08,19,23
07/08,23,21
08/08,32,26
09/08,38,36
10/08,45,43
11/08,50,50
12/08,95,56
13/08,125,106
14/08,169,140
15/08,196,190
16/08,247,220
17/08,217,278
18/08,213,243
19/08,212,239
20/08,280,237
21/08,300,313
22/08,369,334
23/08,482,412
24/08,585,539
25/08,633,655
26/08,663,707
27/08,650,736
28/08,596,715
29/08,547,649
30/08,505,593
31/08,,550
01/09,,603
02/09,,664
03/09,,735
04/09,,822
05/09,,928
06/09,,1060
07/09,,1205
08/09,,1350
09/09,,1495
10/09,,1645
11/09,,1798
