Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,1,1
05/07,1,1
06/07,1,1
07/07,1,1
08/07,1,1
09/07,2,2
10/07,3,3
11/07,3,4
12/07,3,4
13/07,3,4
14/07,4,4
15/07,4,5
16/07,5,5
17/07,6,7
18/07,8,8
19/07,8,10
20/07,9,10
21/07,10,11
22/07,12,13
23/07,13,15
24/07,16,16
25/07,18,19
26/07,20,21
27/07,21,23
28/07,24,24
29/07,31,27
30/07,35,35
31/07,36,39
01/08,41,40
02/08,47,45
03/08,51,51
04/08,62,55
05/08,64,66
06/08,76,68
07/08,81,80
08/08,88,85
09/08,101,92
10/08,117,105
11/08,128,121
12/08,137,132
13/08,154,141
14/08,175,158
15/08,185,179
16/08,204,190
17/08,231,209
18/08,246,236
19/08,266,251
20/08,283,271
21/08,305,288
22/08,316,310
23/08,340,321
24/08,357,346
25/08,384,363
26/08,411,390
27/08,439,418
28/08,445,446
29/08,471,454
30/08,507,460
31/08,533,467
01/09,555,473
02/09,573,479
03/09,,485
04/09,,490
05/09,,496
06/09,,503
07/09,,511
08/09,,521
09/09,,533
10/09,,547
11/09,,563
12/09,,581
