Date,Real,Predict
02/07,21,21
03/07,36,36
04/07,96,96
05/07,1,1
06/07,61,61
07/07,101,101
08/07,0,0
09/07,0,0
10/07,0,0
11/07,2,537
12/07,21,0
13/07,56,22
14/07,96,58
15/07,2,94
16/07,64,3
17/07,96,65
18/07,55,93
19/07,4,53
20/07,55,4
21/07,47,54
22/07,46,46
23/07,33,45
24/07,44,33
25/07,64,43
26/07,75,63
27/07,7,74
28/07,44,7
29/07,58,42
30/07,39,57
31/07,37,38
01/08,32,37
02/08,95,32
03/08,57,95
04/08,71,56
05/08,57,70
06/08,53,55
07/08,56,51
08/08,15,55
09/08,11,14
10/08,16,10
11/08,11,15
12/08,103,12
13/08,9,100
14/08,136,8
15/08,26,133
16/08,87,24
17/08,76,84
18/08,70,73
19/08,28,67
20/08,148,26
21/08,83,148
22/08,80,82
23/08,104,77
24/08,120,104
25/08,46,115
26/08,159,46
27/08,132,158
28/08,113,130
29/08,183,110
30/08,56,183
31/08,55,52
01/09,72,49
02/09,91,69
03/09,80,480
04/09,161,473
05/09,112,466
06/09,185,461
07/09,,461
08/09,,451
09/09,,440
10/09,,430
11/09,,422
12/09,,422
13/09,,423
