Date,Real,Predict
30/06,25,25
01/07,8,8
02/07,80,80
03/07,37,37
04/07,128,128
05/07,90,90
06/07,94,94
07/07,255,255
08/07,36,36
09/07,7,-7
10/07,32,16
11/07,10,29
12/07,77,12
13/07,41,80
14/07,124,49
15/07,77,129
16/07,91,77
17/07,60,95
18/07,99,64
19/07,174,100
20/07,93,169
21/07,74,90
22/07,116,74
23/07,189,115
24/07,347,178
25/07,31,327
26/07,234,21
27/07,49,222
28/07,226,47
29/07,223,200
30/07,228,204
31/07,50,210
01/08,379,52
02/08,279,344
03/08,193,268
04/08,24,190
05/08,183,30
06/08,87,170
07/08,134,83
08/08,117,120
09/08,105,108
10/08,66,99
11/08,53,55
12/08,288,46
13/08,44,265
14/08,256,40
15/08,159,226
16/08,28,149
17/08,169,28
18/08,17,151
19/08,317,16
20/08,116,295
21/08,153,106
22/08,34,137
23/08,142,29
24/08,103,105
25/08,203,51
26/08,33,191
27/08,362,39
28/08,322,351
29/08,283,305
30/08,550,265
31/08,430,525
01/09,382,-495
02/09,531,-446
03/09,121,-387
04/09,322,-330
05/09,253,-283
06/09,,-245
07/09,,-212
08/09,,-185
09/09,,-161
10/09,,-137
11/09,,-114
12/09,,-86
13/09,,-53
14/09,,-12
15/09,,40
