Date,Real,Predict
29/06,609,609
30/06,647,647
01/07,49,49
02/07,112,112
03/07,23,23
04/07,40,40
05/07,125,125
06/07,4,4
07/07,36,36
08/07,13,13
09/07,12,1199
10/07,30,10
11/07,18,30
12/07,111,20
13/07,25,110
14/07,55,25
15/07,111,56
16/07,95,107
17/07,67,94
18/07,97,66
19/07,114,95
20/07,19,112
21/07,140,18
22/07,91,137
23/07,74,88
24/07,61,72
25/07,147,59
26/07,196,144
27/07,202,193
28/07,35,200
29/07,254,33
30/07,98,245
31/07,134,95
01/08,217,131
02/08,186,210
03/08,157,181
04/08,176,153
05/08,148,169
06/08,150,144
07/08,196,144
08/08,192,190
09/08,124,184
10/08,140,120
11/08,165,137
12/08,188,162
13/08,179,185
14/08,140,176
15/08,222,136
16/08,117,218
17/08,133,115
18/08,153,129
19/08,168,147
20/08,169,165
21/08,102,165
22/08,286,102
23/08,230,282
24/08,97,224
25/08,259,94
26/08,33,251
27/08,291,30
28/08,202,288
29/08,12,198
30/08,14,6
31/08,0,9
01/09,0,1046
02/09,7,1039
03/09,0,1021
04/09,1,1000
05/09,,968
06/09,,938
07/09,,910
08/09,,881
09/09,,859
10/09,,853
11/09,,848
