Date,Real,Predict
29/06,8,8
30/06,10,10
01/07,11,11
02/07,13,13
03/07,16,16
04/07,26,26
05/07,38,38
06/07,39,39
07/07,41,41
08/07,42,42
09/07,43,140
10/07,44,142
11/07,45,146
12/07,51,149
13/07,53,165
14/07,57,169
15/07,117,178
16/07,122,240
17/07,127,254
18/07,133,264
19/07,143,279
20/07,146,299
21/07,187,303
22/07,219,352
23/07,261,388
24/07,289,431
25/07,361,461
26/07,430,537
27/07,490,615
28/07,531,686
29/07,745,724
30/07,820,931
31/07,921,1004
01/08,1109,1103
02/08,1250,1284
03/08,1369,1422
04/08,1519,1538
05/08,1636,1682
06/08,1743,1796
07/08,1911,1901
08/08,2053,2063
09/08,2122,2201
10/08,2229,2272
11/08,2330,2376
12/08,2437,2477
13/08,2548,2585
14/08,2663,2697
15/08,2770,2807
16/08,2866,2919
17/08,2962,3012
18/08,3057,3105
19/08,3157,3201
20/08,3269,3301
21/08,3333,3460
22/08,3452,3630
23/08,3543,3807
24/08,3587,3989
25/08,,4174
26/08,,4360
27/08,,4545
28/08,,4728
29/08,,4909
30/08,,5086
31/08,,5260
