Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,1,1
05/07,2,2
06/07,2,2
07/07,2,2
08/07,2,2
09/07,2,75
10/07,3,76
11/07,3,82
12/07,4,85
13/07,5,89
14/07,6,92
15/07,7,100
16/07,7,103
17/07,8,103
18/07,9,107
19/07,9,112
20/07,10,113
21/07,13,118
22/07,14,127
23/07,20,131
24/07,23,143
25/07,28,152
26/07,33,162
27/07,36,178
28/07,37,189
29/07,44,190
30/07,49,198
31/07,53,205
01/08,69,210
02/08,81,227
03/08,90,242
04/08,106,253
05/08,115,269
06/08,123,280
07/08,131,289
08/08,142,298
09/08,153,310
10/08,167,323
11/08,177,339
12/08,187,350
13/08,198,363
14/08,206,376
15/08,227,384
16/08,240,411
17/08,256,425
18/08,272,442
19/08,287,461
20/08,303,479
21/08,317,497
22/08,320,514
23/08,351,517
24/08,360,557
25/08,379,569
26/08,392,596
27/08,406,612
28/08,421,632
29/08,438,652
30/08,449,679
31/08,458,912
01/09,472,1139
02/09,490,1360
03/09,511,1578
04/09,,1794
05/09,,2013
06/09,,2242
07/09,,2495
08/09,,2791
09/09,,3142
10/09,,3568
