Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,1,1
03/07,1,1
04/07,2,2
05/07,6,6
06/07,6,6
07/07,6,6
08/07,6,6
09/07,7,98
10/07,8,104
11/07,9,111
12/07,11,116
13/07,14,128
14/07,15,138
15/07,17,148
16/07,18,154
17/07,18,164
18/07,22,165
19/07,23,183
20/07,23,193
21/07,27,196
22/07,31,207
23/07,33,219
24/07,36,224
25/07,37,233
26/07,40,235
27/07,44,244
28/07,44,258
29/07,52,258
30/07,66,267
31/07,67,285
01/08,77,286
02/08,84,297
03/08,86,306
04/08,88,308
05/08,137,310
06/08,138,365
07/08,158,366
08/08,170,387
09/08,176,401
10/08,190,408
11/08,207,424
12/08,214,443
13/08,226,452
14/08,239,467
15/08,250,481
16/08,271,495
17/08,290,517
18/08,306,538
19/08,323,557
20/08,343,577
21/08,358,599
22/08,371,616
23/08,387,633
24/08,403,653
25/08,420,675
26/08,434,699
27/08,453,717
28/08,466,744
29/08,482,762
30/08,496,787
31/08,522,1165
01/09,542,1610
02/09,564,2113
03/09,578,2672
04/09,,3284
05/09,,3946
06/09,,4652
07/09,,5394
08/09,,6165
09/09,,6964
10/09,,7793
