Date,Real,Predict
29/06,126,126
30/06,99,99
01/07,99,99
02/07,99,99
03/07,35,35
04/07,11,11
05/07,17,17
06/07,16,16
07/07,14,14
08/07,13,13
09/07,21,20
10/07,12,30
11/07,15,18
12/07,28,23
13/07,42,40
14/07,37,61
15/07,42,55
16/07,50,62
17/07,43,74
18/07,37,63
19/07,37,54
20/07,42,53
21/07,37,61
22/07,44,54
23/07,47,63
24/07,54,68
25/07,46,78
26/07,50,66
27/07,52,72
28/07,57,75
29/07,60,82
30/07,68,85
31/07,66,98
01/08,58,94
02/08,49,83
03/08,49,70
04/08,50,70
05/08,50,72
06/08,56,71
07/08,58,80
08/08,54,83
09/08,55,78
10/08,58,78
11/08,56,83
12/08,55,81
13/08,60,79
14/08,62,85
15/08,67,89
16/08,71,96
17/08,78,102
18/08,82,112
19/08,73,118
20/08,73,105
21/08,75,105
22/08,77,107
23/08,79,111
24/08,133,113
25/08,157,189
26/08,212,223
27/08,229,302
28/08,236,325
29/08,,458
30/08,,639
31/08,,882
01/09,,1206
02/09,,1634
03/09,,2196
04/09,,2928
05/09,,3872
06/09,,5082
07/09,,6615
08/09,,8534
09/09,,10902
10/09,,13771
11/09,,17175
12/09,,21115
