Date,Real,Predict
30/06,182,182
01/07,61,61
02/07,353,353
03/07,193,193
04/07,221,221
05/07,276,276
06/07,40,40
07/07,42,42
08/07,42,42
09/07,135,1023
10/07,148,-22
11/07,104,44
12/07,249,-218
13/07,189,-13
14/07,234,221
15/07,249,223
16/07,222,331
17/07,26,286
18/07,369,92
19/07,231,348
20/07,82,241
21/07,243,87
22/07,333,245
23/07,147,322
24/07,271,144
25/07,39,259
26/07,223,34
27/07,340,212
28/07,14,332
29/07,301,-127
30/07,429,162
31/07,43,412
01/08,230,58
02/08,180,243
03/08,42,237
04/08,37,93
05/08,873,86
06/08,22,789
07/08,410,46
08/08,202,370
09/08,92,176
10/08,180,84
11/08,214,156
12/08,122,193
13/08,194,110
14/08,188,181
15/08,168,175
16/08,216,161
17/08,230,195
18/08,227,207
19/08,235,206
20/08,219,214
21/08,218,180
22/08,173,174
23/08,198,170
24/08,257,164
25/08,342,150
26/08,225,276
27/08,355,178
28/08,253,319
29/08,366,219
30/08,330,-480
31/08,320,-338
01/09,343,-129
02/09,378,-64
03/09,362,-65
04/09,,14
05/09,,45
06/09,,70
07/09,,88
08/09,,100
09/09,,67
10/09,,34
11/09,,2
12/09,,-28
13/09,,-57
