Date,Real,Predict
29/06,13,13
30/06,21,21
01/07,22,22
02/07,27,27
03/07,52,52
04/07,109,109
05/07,135,135
06/07,142,142
07/07,145,145
08/07,148,148
09/07,157,283
10/07,162,299
11/07,168,313
12/07,182,325
13/07,200,354
14/07,218,382
15/07,351,412
16/07,364,542
17/07,366,568
18/07,390,572
19/07,410,617
20/07,423,649
21/07,495,666
22/07,614,743
23/07,697,866
24/07,822,947
25/07,841,1071
26/07,919,1090
27/07,1020,1171
28/07,1036,1280
29/07,1290,1295
30/07,1618,1531
31/07,1650,1838
01/08,1850,1869
02/08,1986,2054
03/08,2018,2181
04/08,2050,2211
05/08,2738,2241
06/08,2754,2883
07/08,3106,2898
08/08,3255,3224
09/08,3306,3364
10/08,3443,3414
11/08,3574,3541
12/08,3643,3666
13/08,3764,3733
14/08,3918,3848
15/08,3999,3991
16/08,4176,4071
17/08,4342,4235
18/08,4483,4391
19/08,4623,4525
20/08,4768,4659
21/08,4905,4660
22/08,4977,4632
23/08,5055,4578
24/08,5170,4503
25/08,,4411
26/08,,4306
27/08,,4189
28/08,,4065
29/08,,3933
30/08,,3798
31/08,,3659
