Date,Real,Predict
29/06,2185,2185
30/06,2559,2559
01/07,179,179
02/07,73,73
03/07,109,109
04/07,317,317
05/07,114,114
06/07,22,22
07/07,44,44
08/07,39,39
09/07,75,498
10/07,256,74
11/07,78,255
12/07,68,77
13/07,121,67
14/07,227,120
15/07,68,226
16/07,255,66
17/07,430,254
18/07,285,428
19/07,215,284
20/07,649,214
21/07,688,644
22/07,516,679
23/07,264,508
24/07,861,257
25/07,244,844
26/07,786,239
27/07,736,774
28/07,391,726
29/07,204,372
30/07,88,197
31/07,160,85
01/08,349,155
02/08,253,336
03/08,142,245
04/08,261,137
05/08,141,252
06/08,187,136
07/08,243,181
08/08,185,234
09/08,130,179
10/08,312,127
11/08,146,302
12/08,239,142
13/08,144,233
14/08,373,140
15/08,446,360
16/08,308,437
17/08,181,297
18/08,319,175
19/08,485,310
20/08,200,473
21/08,298,246
22/08,416,242
23/08,357,238
24/08,211,234
25/08,,230
26/08,,226
27/08,,222
28/08,,218
29/08,,214
30/08,,210
31/08,,207
