Date,Real,Predict
02/07,20,20
03/07,21,21
04/07,22,22
05/07,25,25
06/07,40,40
07/07,65,65
08/07,82,82
09/07,91,91
10/07,101,101
11/07,114,114
12/07,115,280
13/07,116,281
14/07,124,283
15/07,134,303
16/07,145,331
17/07,153,353
18/07,250,372
19/07,257,471
20/07,265,492
21/07,274,508
22/07,275,529
23/07,277,530
24/07,397,532
25/07,467,674
26/07,546,753
27/07,598,834
28/07,702,890
29/07,796,999
30/07,882,1105
31/07,1127,1207
01/08,1315,1432
02/08,1453,1611
03/08,1601,1744
04/08,1901,1888
05/08,2111,2173
06/08,2315,2377
07/08,2551,2575
08/08,2840,2799
09/08,2961,3076
10/08,3305,3193
11/08,3456,3520
12/08,3624,3666
13/08,3888,3835
14/08,4089,4089
15/08,4228,4288
16/08,4374,4428
17/08,4583,4573
18/08,4796,4771
19/08,5008,4993
20/08,5258,5194
21/08,5408,5435
22/08,5575,5584
23/08,5804,5750
24/08,5984,5974
25/08,6260,6152
26/08,6382,6446
27/08,6656,6578
28/08,6775,6866
29/08,6846,6992
30/08,6890,7064
31/08,7024,7111
01/09,7032,7250
02/09,7032,7257
03/09,7032,7432
04/09,7032,7561
05/09,7032,7651
06/09,7032,7706
07/09,7032,7730
08/09,,7726
09/09,,7696
10/09,,7643
11/09,,7570
12/09,,7480
13/09,,7374
14/09,,7255
15/09,,7126
16/09,,6989
17/09,,6846
