Date,Real,Predict
29/06,1,1
30/06,1,1
01/07,1,1
02/07,1,1
03/07,1,1
04/07,2,2
05/07,3,3
06/07,4,4
07/07,5,5
08/07,5,5
09/07,5,42
10/07,5,42
11/07,5,43
12/07,6,44
13/07,7,47
14/07,8,49
15/07,9,54
16/07,10,56
17/07,11,59
18/07,12,62
19/07,13,67
20/07,14,73
21/07,15,77
22/07,16,79
23/07,19,83
24/07,23,89
25/07,24,99
26/07,27,101
27/07,28,109
28/07,35,111
29/07,41,117
30/07,48,124
31/07,49,134
01/08,66,135
02/08,77,153
03/08,85,166
04/08,87,176
05/08,97,178
06/08,102,189
07/08,108,194
08/08,115,200
09/08,122,208
10/08,127,217
11/08,131,221
12/08,148,225
13/08,151,245
14/08,168,249
15/08,178,267
16/08,181,280
17/08,195,283
18/08,196,298
19/08,218,299
20/08,229,325
21/08,239,338
22/08,242,349
23/08,253,353
24/08,260,365
25/08,270,374
26/08,272,387
27/08,291,390
28/08,307,415
29/08,319,437
30/08,342,455
31/08,378,589
01/09,401,720
02/09,432,847
03/09,437,970
04/09,,1090
05/09,,1208
06/09,,1322
07/09,,1434
08/09,,1544
09/09,,1653
10/09,,1760
