Date,Real,Predict
29/06,76,76
30/06,64,64
01/07,54,54
02/07,50,50
03/07,42,42
04/07,11,11
05/07,12,12
06/07,16,16
07/07,25,25
08/07,25,25
09/07,26,64
10/07,29,67
11/07,26,75
12/07,20,65
13/07,27,50
14/07,27,69
15/07,19,69
16/07,28,49
17/07,26,71
18/07,24,64
19/07,28,59
20/07,34,70
21/07,32,83
22/07,38,77
23/07,39,91
24/07,37,92
25/07,34,89
26/07,28,81
27/07,37,65
28/07,46,87
29/07,46,107
30/07,47,107
31/07,47,109
01/08,30,107
02/08,15,68
03/08,13,34
04/08,10,29
05/08,11,24
06/08,11,25
07/08,14,25
08/08,15,32
09/08,20,34
10/08,35,47
11/08,55,79
12/08,90,124
13/08,128,203
14/08,160,290
15/08,178,361
16/08,195,401
17/08,160,438
18/08,160,361
19/08,147,360
20/08,191,331
21/08,186,428
22/08,223,417
23/08,236,499
24/08,271,527
25/08,242,605
26/08,227,539
27/08,218,505
28/08,202,483
29/08,215,446
30/08,181,471
31/08,205,396
01/09,188,446
02/09,,951
03/09,,1989
04/09,,4063
05/09,,8055
06/09,,15274
07/09,,26962
08/09,,42403
09/09,,56370
10/09,,62583
11/09,,62528
12/09,,60893
13/09,,59138
14/09,,57475
15/09,,55924
16/09,,54471
