Date,Real,Predict
29/06,8,8
30/06,11,11
01/07,12,12
02/07,13,13
03/07,15,15
04/07,31,31
05/07,39,39
06/07,54,54
07/07,57,57
08/07,60,60
09/07,61,98
10/07,63,100
11/07,66,105
12/07,71,110
13/07,73,118
14/07,78,121
15/07,125,128
16/07,130,175
17/07,140,183
18/07,152,197
19/07,161,216
20/07,177,228
21/07,256,247
22/07,270,331
23/07,373,346
24/07,483,449
25/07,543,560
26/07,658,621
27/07,728,740
28/07,857,815
29/07,1056,939
30/07,1161,1132
31/07,1238,1235
01/08,1348,1310
02/08,1426,1417
03/08,1505,1493
04/08,1613,1570
05/08,1660,1675
06/08,1770,1720
07/08,1879,1828
08/08,1957,1934
09/08,2048,2010
10/08,2195,2100
11/08,2279,2244
12/08,2324,2326
13/08,2416,2371
14/08,2499,2462
15/08,2626,2543
16/08,2773,2670
17/08,2908,2813
18/08,2989,2945
19/08,3070,3025
20/08,3178,3105
21/08,3208,3211
22/08,3294,3240
23/08,3353,3328
24/08,3413,3388
25/08,3463,3448
26/08,3485,3499
27/08,3539,3521
28/08,3587,3576
29/08,3614,3624
30/08,3665,3652
31/08,3772,3679
01/09,3847,3695
02/09,3922,3701
03/09,4055,3698
04/09,,3687
05/09,,3669
06/09,,3644
07/09,,3615
08/09,,3581
09/09,,3544
10/09,,3504
