Date,Real,Predict
29/06,11358,11358
30/06,12302,12302
01/07,836,836
02/07,1149,1149
03/07,550,550
04/07,461,461
05/07,473,473
06/07,710,710
07/07,1201,1201
08/07,915,915
09/07,1229,4054
10/07,1492,1775
11/07,1569,1983
12/07,1936,1928
13/07,1970,2292
14/07,2229,2340
15/07,1440,2838
16/07,2694,1927
17/07,3079,3312
18/07,3389,3800
19/07,3638,4044
20/07,3810,4188
21/07,3983,4200
22/07,4441,4280
23/07,3607,4865
24/07,4851,3699
25/07,3831,4949
26/07,6037,3905
27/07,6580,6078
28/07,3753,6531
29/07,4564,3683
30/07,4092,4435
31/07,3748,3950
01/08,4019,3617
02/08,4228,3724
03/08,4129,3894
04/08,3257,3798
05/08,3859,2955
06/08,3945,3528
07/08,3886,3642
08/08,3826,3566
09/08,3959,3567
10/08,3893,3778
11/08,3328,3635
12/08,3781,3149
13/08,3492,3591
14/08,4175,3313
15/08,4460,3850
16/08,3308,4260
17/08,3540,3058
18/08,3694,3337
19/08,4371,3511
20/08,3347,4182
21/08,4052,3387
22/08,4178,4087
23/08,4241,4242
24/08,4610,4539
25/08,5268,5081
26/08,3877,5409
27/08,5357,4128
28/08,4524,5588
29/08,4931,7014
30/08,5882,6366
31/08,5420,5632
01/09,5330,4775
02/09,5884,4053
03/09,,3413
04/09,,2786
05/09,,2264
06/09,,1795
07/09,,1371
08/09,,1061
09/09,,780
10/09,,527
11/09,,300
12/09,,98
