Date,Real,Predict
02/07,0,0
03/07,0,0
04/07,0,0
05/07,0,0
06/07,0,0
07/07,0,0
08/07,1,1
09/07,1,1
10/07,1,1
11/07,1,1
12/07,1,15
13/07,1,15
14/07,1,15
15/07,2,17
16/07,2,22
17/07,2,22
18/07,3,24
19/07,3,26
20/07,3,28
21/07,4,28
22/07,4,31
23/07,4,33
24/07,4,34
25/07,4,35
26/07,5,36
27/07,6,38
28/07,6,40
29/07,7,41
30/07,8,43
31/07,9,45
01/08,10,46
02/08,11,47
03/08,14,48
04/08,16,52
05/08,19,54
06/08,21,58
07/08,25,60
08/08,28,64
09/08,29,68
10/08,30,69
11/08,31,70
12/08,32,71
13/08,40,72
14/08,41,81
15/08,49,82
16/08,51,92
17/08,57,94
18/08,62,100
19/08,69,106
20/08,71,114
21/08,81,116
22/08,87,127
23/08,94,135
24/08,101,142
25/08,110,150
26/08,114,162
27/08,124,167
28/08,131,179
29/08,138,189
30/08,148,198
31/08,151,211
01/09,153,215
02/09,156,218
03/09,164,223
04/09,169,286
05/09,178,346
06/09,182,402
07/09,192,455
08/09,,505
09/09,,552
10/09,,596
11/09,,638
12/09,,678
13/09,,715
14/09,,751
