Date,Real,Predict
29/06,718,718
30/06,745,745
01/07,65,65
02/07,174,174
03/07,118,118
04/07,97,97
05/07,183,183
06/07,51,51
07/07,150,150
08/07,155,155
09/07,11,27
10/07,26,11
11/07,144,24
12/07,181,145
13/07,117,185
14/07,107,119
15/07,181,110
16/07,120,181
17/07,100,116
18/07,135,107
19/07,11,145
20/07,10,14
21/07,406,8
22/07,195,399
23/07,139,192
24/07,114,134
25/07,211,111
26/07,270,208
27/07,291,268
28/07,211,288
29/07,223,199
30/07,180,213
31/07,196,171
01/08,345,190
02/08,277,328
03/08,269,264
04/08,277,254
05/08,367,262
06/08,169,349
07/08,401,161
08/08,205,379
09/08,301,195
10/08,347,290
11/08,328,330
12/08,244,315
13/08,235,235
14/08,255,226
15/08,442,242
16/08,258,428
17/08,345,245
18/08,242,329
19/08,281,232
20/08,345,270
21/08,287,330
22/08,661,275
23/08,309,643
24/08,609,301
25/08,271,591
26/08,130,263
27/08,106,125
28/08,337,103
29/08,155,-337
30/08,218,-337
31/08,309,-329
01/09,230,-315
02/09,96,-279
03/09,,-219
04/09,,-81
05/09,,89
06/09,,265
07/09,,186
08/09,,116
09/09,,80
10/09,,85
11/09,,83
12/09,,72
