Date,Real,Predict
29/06,89,89
30/06,120,120
01/07,112,112
02/07,80,80
03/07,58,58
04/07,40,40
05/07,7,7
06/07,24,24
07/07,24,24
08/07,23,23
09/07,25,45
10/07,26,49
11/07,8,50
12/07,10,15
13/07,11,19
14/07,10,22
15/07,9,19
16/07,13,18
17/07,12,25
18/07,15,22
19/07,16,28
20/07,18,29
21/07,19,33
22/07,23,34
23/07,26,41
24/07,29,46
25/07,27,52
26/07,29,47
27/07,33,50
28/07,40,56
29/07,44,66
30/07,54,74
31/07,49,89
01/08,46,82
02/08,42,76
03/08,41,69
04/08,35,67
05/08,42,57
06/08,48,68
07/08,48,79
08/08,60,79
09/08,63,98
10/08,83,103
11/08,88,136
12/08,139,143
13/08,155,226
14/08,197,252
15/08,223,320
16/08,254,362
17/08,317,412
18/08,340,512
19/08,412,550
20/08,406,664
21/08,374,653
22/08,271,601
23/08,265,436
24/08,148,424
25/08,97,237
26/08,80,154
27/08,59,126
28/08,4,92
29/08,0,6
30/08,,10
31/08,,15
01/09,,24
02/09,,37
03/09,,58
04/09,,90
05/09,,140
06/09,,217
07/09,,337
08/09,,520
09/09,,803
10/09,,1237
11/09,,1899
12/09,,2901
13/09,,4400
