Date,Real,Predict
30/06,133,133
01/07,79,79
02/07,67,67
03/07,45,45
04/07,218,218
05/07,57,57
06/07,16,16
07/07,38,38
08/07,11,11
09/07,47,-2
10/07,126,46
11/07,77,139
12/07,83,85
13/07,49,82
14/07,180,55
15/07,83,194
16/07,23,84
17/07,61,41
18/07,105,74
19/07,43,113
20/07,109,57
21/07,202,114
22/07,119,233
23/07,381,144
24/07,246,388
25/07,290,254
26/07,424,297
27/07,274,430
28/07,36,281
29/07,261,46
30/07,173,269
31/07,149,176
01/08,361,152
02/08,303,365
03/08,231,299
04/08,244,223
05/08,165,240
06/08,138,162
07/08,165,135
08/08,174,162
09/08,163,171
10/08,183,159
11/08,125,179
12/08,172,125
13/08,173,171
14/08,115,171
15/08,327,114
16/08,136,323
17/08,197,135
18/08,231,194
19/08,208,228
20/08,177,207
21/08,210,175
22/08,35,208
23/08,381,37
24/08,146,378
25/08,384,145
26/08,207,385
27/08,268,212
28/08,294,273
29/08,391,300
30/08,274,399
31/08,112,279
01/09,235,122
02/09,310,226
03/09,527,230
04/09,106,236
05/09,280,247
06/09,99,266
07/09,,300
08/09,,358
09/09,,458
10/09,,622
11/09,,864
12/09,,1178
13/09,,1510
14/09,,1785
15/09,,1978
16/09,,2093
